Tama�o,Algortimo,Sol Found,AVG Time,STD Time,AVG States,STD States
4,Backtracking,60,0.00016679763793945313,0.004934426750413375,62.0,35.21363372331802
4,Forward Checking,60,0.0005337953567504883,0.01575288950329741,62.0,35.21363372331802
8,Backtracking,2760,0.06742773850758871,1.988838938239322,124.0,70.42726744663604
8,Forward Checking,50,0.002168718973795573,0.06397670381323801,230.93333333333334,121.73881973259415
10,Backtracking,21720,1.4737878878911337,43.470508629535885,155.0,88.03408430829505
10,Forward Checking,36,0.006038602193196615,0.17814759518029163,365.0,213.08489485130826
12,Backtracking,426000,43.68672535419464,1288.5733431049355,186.0,105.64090116995405
12,Forward Checking,38,0.01084294319152832,0.3199214318219369,482.0,237.90290688314062
