Episode,Reward,Num_Actions
71817,65.0,8
71818,-280.0000000000003,50
71819,65.0,8
71820,-60.20000000000002,32
71821,-280.0000000000002,50
71822,-275.0000000000002,50
71823,-36.19999999999999,27
71824,65.0,8
71825,65.0,8
71826,-280.0000000000002,50
71827,-290.0000000000003,50
71828,-280.0000000000002,50
71829,-275.0000000000002,50
71830,-285.0000000000002,50
71831,-270.0000000000002,50
71832,-290.0000000000002,50
71833,-280.0000000000003,50
71834,-290.0000000000002,50
71835,65.0,8
71836,-134.20000000000016,43
71837,-275.0000000000002,50
71838,-280.0000000000002,50
71839,-98.80000000000013,39
71840,-290.0000000000003,50
71841,69.8,7
71842,69.8,7
71843,-51.20000000000002,27
71844,-280.0000000000002,50
71845,-285.0000000000002,50
71846,-280.0000000000003,50
71847,-285.0000000000002,50
71848,57.60000000000001,8
71849,-275.0000000000002,50
71850,-275.0000000000002,50
71851,-280.0000000000003,50
71852,69.8,7
71853,60.199999999999996,9
71854,-275.0000000000002,50
71855,-285.0000000000003,50
71856,65.0,8
71857,62.400000000000006,7
71858,-107.60000000000011,39
71859,-270.0000000000002,50
71860,-270.0000000000002,50
71861,-123.20000000000019,42
71862,-270.0000000000003,50
71863,-2.799999999999983,19
71864,-275.0000000000002,50
71865,55.4,10
71866,-280.0000000000002,50
71867,-9.599999999999966,22
71868,-285.0000000000003,50
71869,-270.0000000000003,50
71870,-16.99999999999997,23
71871,-275.0000000000002,50
71872,-285.0000000000002,50
71873,-290.0000000000002,50
71874,57.60000000000001,8
71875,79.39999999999999,5
71876,-270.0000000000002,50
71877,-280.0000000000002,50
71878,-18.39999999999995,22
71879,51.60000000000001,10
71880,-275.0000000000002,50
71881,21.40000000000002,15
71882,-285.0000000000002,50
71883,65.0,8
71884,-280.0000000000003,50
71885,-270.0000000000002,50
71886,-285.0000000000002,50
71887,-270.0000000000002,50
71888,2.2000000000000313,19
71889,-46.19999999999999,27
71890,-57.400000000000006,27
71891,-280.0000000000002,50
71892,-285.0000000000002,50
71893,-280.0000000000002,50
71894,65.0,8
71895,11.800000000000011,17
71896,-106.60000000000012,37
71897,69.8,7
71898,-270.0000000000002,50
71899,65.0,8
71900,-285.0000000000002,50
71901,-275.0000000000002,50
71902,-290.0000000000003,50
71903,-285.0000000000003,50
71904,3.200000000000034,18
71905,-51.0,28
71906,-280.0000000000002,50
71907,26.400000000000006,15
71908,74.6,6
71909,-260.0000000000002,50
71910,-285.0000000000002,50
71911,-270.0000000000002,50
71912,65.0,8
71913,31.200000000000003,14
71914,-280.0000000000002,50
71915,-285.0000000000003,50
71916,65.0,8
71917,-285.0000000000002,50
71918,7.200000000000017,19
71919,65.0,8
71920,-285.0000000000002,50
71921,-280.0000000000003,50
71922,-275.0000000000002,50
71923,-147.80000000000018,44
71924,-285.0000000000002,50
71925,-280.0000000000003,50
71926,-280.0000000000003,50
71927,65.0,8
71928,-167.00000000000026,48
71929,65.0,8
71930,-275.0000000000002,50
71931,-275.0000000000002,50
71932,-270.0000000000002,50
71933,5.800000000000026,18
71934,2.40000000000002,20
71935,28.80000000000001,14
71936,65.0,8
71937,74.6,6
71938,-175.4000000000002,50
71939,-270.0000000000002,50
71940,45.60000000000001,11
71941,-265.0000000000002,50
71942,74.6,6
71943,-26.59999999999995,25
71944,-270.0000000000002,50
71945,-41.39999999999998,26
71946,-51.0,28
71947,-280.0000000000002,50
71948,7.000000000000028,18
71949,-280.0000000000002,50
71950,-285.0000000000002,50
71951,-275.0000000000002,50
71952,8.20000000000002,18
71953,55.2,9
71954,50.6,11
71955,40.800000000000004,12
71956,8.000000000000032,17
71957,-285.0000000000003,50
71958,-290.0000000000003,50
71959,-285.0000000000002,50
71960,-290.0000000000003,50
71961,-290.0000000000002,50
71962,51.60000000000001,10
71963,69.8,7
71964,-275.0000000000002,50
71965,-280.0000000000003,50
71966,-290.0000000000003,50
71967,-285.0000000000002,50
71968,-290.0000000000003,50
71969,11.800000000000011,17
71970,-280.0000000000002,50
71971,-300.0000000000003,50
71972,-82.40000000000005,33
71973,-265.0000000000002,50
71974,-280.0000000000002,50
71975,-285.0000000000002,50
71976,-290.0000000000002,50
71977,32.400000000000006,14
71978,-295.0000000000003,50
71979,38.400000000000006,12
71980,32.400000000000006,14
71981,2.2000000000000313,19
71982,26.200000000000017,14
71983,-151.80000000000018,43
71984,-60.400000000000034,31
71985,-285.0000000000003,50
71986,-280.0000000000002,50
71987,-285.0000000000002,50
71988,-265.0000000000002,50
71989,-275.0000000000002,50
71990,-132.80000000000015,44
71991,-285.0000000000002,50
71992,-17.19999999999996,22
71993,7.000000000000028,18
71994,-290.0000000000002,50
71995,-285.0000000000003,50
71996,-280.0000000000002,50
71997,-109.00000000000011,38
71998,74.6,6
71999,-280.0000000000002,50
72000,-146.40000000000015,45
72001,74.6,6
72002,-285.0000000000002,50
72003,74.6,6
72004,17.80000000000003,16
72005,8.200000000000035,18
72006,-280.0000000000003,50
72007,52.80000000000001,9
72008,-285.0000000000003,50
72009,-280.0000000000002,50
72010,-84.60000000000008,35
72011,-270.0000000000002,50
72012,26.60000000000001,16
72013,36.20000000000001,14
72014,-275.0000000000002,50
72015,-93.40000000000009,35
72016,40.80000000000001,12
72017,-285.0000000000002,50
72018,65.0,8
72019,79.39999999999999,5
72020,57.60000000000001,8
72021,-285.0000000000003,50
72022,-36.39999999999998,26
72023,14.000000000000028,15
72024,-285.0000000000003,50
72025,-280.0000000000002,50
72026,2.40000000000002,20
72027,-137.6000000000002,45
72028,7.200000000000017,19
72029,-275.0000000000002,50
72030,-60.60000000000002,30
72031,-280.0000000000002,50
72032,-275.0000000000002,50
72033,-265.0000000000002,50
72034,-285.0000000000002,50
72035,-53.39999999999999,28
72036,-275.0000000000003,50
72037,-159.6000000000002,47
72038,-285.0000000000003,50
72039,-75.00000000000006,33
72040,-104.2000000000001,37
72041,-275.0000000000002,50
72042,-275.0000000000003,50
72043,40.80000000000001,12
72044,74.6,6
72045,74.6,6
72046,-75.00000000000006,33
72047,-280.0000000000003,50
72048,-280.0000000000002,50
72049,51.60000000000001,10
72050,74.6,6
72051,-285.0000000000002,50
72052,74.6,6
72053,19.00000000000003,15
72054,40.80000000000001,12
72055,-290.0000000000002,50
72056,-280.0000000000002,50
72057,-31.599999999999966,25
72058,-147.20000000000024,47
72059,-5.19999999999996,19
72060,57.60000000000001,8
72061,-270.0000000000002,50
72062,-14.999999999999957,20
72063,-285.0000000000003,50
72064,6.800000000000026,17
72065,-285.0000000000002,50
72066,41.00000000000001,13
72067,-290.0000000000003,50
72068,-285.0000000000002,50
72069,21.40000000000002,15
72070,-16.999999999999957,23
72071,79.39999999999999,5
72072,-280.0000000000002,50
72073,-48.199999999999974,29
72074,-280.0000000000003,50
72075,-260.0000000000002,50
72076,-26.59999999999995,25
72077,-285.0000000000002,50
72078,50.6,11
72079,69.8,7
72080,-285.0000000000003,50
72081,-280.0000000000002,50
72082,40.80000000000001,12
72083,-70.40000000000006,31
72084,-265.0000000000002,50
72085,-290.0000000000002,50
72086,50.400000000000006,10
72087,-280.0000000000003,50
72088,-290.0000000000003,50
72089,-285.0000000000002,50
72090,-280.0000000000002,50
72091,-280.0000000000002,50
72092,40.800000000000004,12
72093,-275.0000000000002,50
72094,40.800000000000004,12
72095,40.800000000000004,12
72096,-78.60000000000002,34
72097,-290.0000000000002,50
72098,-290.0000000000003,50
72099,-70.20000000000005,32
72100,-270.0000000000002,50
72101,-118.80000000000013,39
72102,-75.20000000000005,32
72103,-275.0000000000002,50
72104,16.600000000000023,16
72105,-285.0000000000003,50
72106,-280.0000000000002,50
72107,-155.00000000000023,45
72108,-290.0000000000002,50
72109,-280.0000000000003,50
72110,-94.60000000000008,35
72111,-290.0000000000002,50
72112,-290.0000000000002,50
72113,-280.0000000000002,50
72114,-280.0000000000002,50
72115,31.200000000000003,14
72116,69.8,7
72117,46.80000000000001,11
72118,-135.00000000000017,45
72119,-280.0000000000003,50
72120,-120.2000000000001,38
72121,-285.0000000000003,50
72122,-270.0000000000002,50
72123,34.60000000000002,12
72124,-36.39999999999998,26
72125,-270.0000000000002,50
72126,-280.0000000000002,50
72127,-26.599999999999966,25
72128,-275.0000000000002,50
72129,-280.0000000000002,50
72130,-285.0000000000002,50
72131,26.60000000000001,16
72132,36.000000000000014,13
72133,79.39999999999999,5
72134,-59.400000000000006,30
72135,-265.0000000000002,50
72136,-265.0000000000002,50
72137,-290.0000000000003,50
72138,-285.0000000000003,50
72139,-285.0000000000002,50
72140,-285.0000000000002,50
72141,-285.0000000000003,50
72142,-48.59999999999998,27
72143,-36.39999999999998,26
72144,-24.19999999999996,24
72145,79.39999999999999,5
72146,-7.599999999999966,20
72147,-8.799999999999955,20
72148,26.200000000000017,14
72149,34.60000000000002,12
72150,29.800000000000026,13
72151,-285.0000000000002,50
72152,40.800000000000004,12
72153,45.800000000000004,12
72154,41.00000000000001,13
72155,69.8,7
72156,-86.40000000000006,32
72157,-275.0000000000002,50
72158,-285.0000000000002,50
72159,-275.0000000000002,50
72160,-280.0000000000002,50
72161,-109.00000000000011,38
72162,-280.0000000000002,50
72163,-285.0000000000003,50
72164,-295.0000000000003,50
72165,-280.0000000000002,50
72166,-7.599999999999966,20
72167,-7.599999999999966,20
72168,65.0,8
72169,-31.599999999999966,25
72170,-285.0000000000002,50
72171,-106.6000000000001,37
72172,-280.0000000000003,50
72173,-85.00000000000009,33
72174,26.200000000000017,14
72175,-285.0000000000002,50
72176,-280.0000000000002,50
72177,-275.0000000000002,50
72178,-285.0000000000002,50
72179,21.40000000000002,15
72180,21.40000000000002,15
72181,65.0,8
72182,21.40000000000002,15
72183,-34.199999999999946,24
72184,-280.0000000000003,50
72185,-290.0000000000003,50
72186,-280.0000000000002,50
72187,-285.0000000000002,50
72188,-280.0000000000002,50
72189,-280.0000000000002,50
72190,-275.0000000000002,50
72191,-280.0000000000002,50
72192,-275.0000000000002,50
72193,-270.0000000000002,50
72194,-270.0000000000002,50
72195,-285.0000000000002,50
72196,-10.999999999999968,22
72197,-280.0000000000002,50
72198,-275.0000000000002,50
72199,-285.0000000000003,50
72200,33.40000000000002,12
72201,-280.0000000000002,50
72202,-280.0000000000002,50
72203,-285.0000000000002,50
72204,-17.19999999999996,22
72205,-270.0000000000002,50
72206,-285.0000000000002,50
72207,-260.0000000000002,50
72208,-265.0000000000002,50
72209,-18.59999999999995,21
72210,-280.0000000000002,50
72211,-295.0000000000003,50
72212,-285.0000000000002,50
72213,7.200000000000031,19
72214,-295.0000000000002,50
72215,39.40000000000002,11
72216,-290.0000000000003,50
72217,-290.0000000000003,50
72218,-155.00000000000023,45
72219,-285.0000000000003,50
72220,16.40000000000002,15
72221,-285.0000000000003,50
72222,2.0000000000000284,18
72223,-70.60000000000002,30
72224,-152.20000000000024,47
72225,2.2000000000000313,19
72226,-280.0000000000003,50
72227,17.600000000000026,15
72228,-275.0000000000002,50
72229,-285.0000000000002,50
72230,-290.0000000000003,50
72231,-265.0000000000002,50
72232,-146.00000000000017,47
72233,-270.0000000000002,50
72234,-260.0000000000002,50
72235,-260.0000000000002,50
72236,36.00000000000001,13
72237,-285.0000000000003,50
72238,-113.20000000000016,42
72239,-260.0000000000002,50
72240,-280.0000000000002,50
72241,-260.0000000000002,50
72242,-270.0000000000002,50
72243,-24.19999999999996,24
72244,-270.0000000000002,50
72245,-275.0000000000003,50
72246,-46.0,28
72247,27.600000000000012,15
72248,-162.2000000000002,47
72249,2.40000000000002,20
72250,-70.20000000000005,32
72251,-290.0000000000003,50
72252,31.400000000000006,15
72253,41.00000000000001,13
72254,-275.0000000000002,50
72255,69.8,7
72256,40.800000000000004,12
72257,48.00000000000001,10
72258,-280.0000000000002,50
72259,-189.00000000000028,50
72260,-280.0000000000002,50
72261,21.60000000000001,16
72262,-275.0000000000002,50
72263,69.8,7
72264,-280.0000000000002,50
72265,-270.0000000000002,50
72266,-285.0000000000002,50
72267,12.000000000000014,18
72268,-270.0000000000002,50
72269,-270.0000000000002,50
72270,-280.0000000000002,50
72271,-134.40000000000015,42
72272,-285.0000000000002,50
72273,-270.0000000000002,50
72274,-24.39999999999995,23
72275,55.4,10
72276,55.4,10
72277,-275.0000000000002,50
72278,-79.60000000000005,35
72279,-43.79999999999997,26
72280,-280.0000000000002,50
72281,-181.80000000000027,49
72282,-285.0000000000002,50
72283,-285.0000000000002,50
72284,40.800000000000004,12
72285,55.2,9
72286,7.000000000000014,18
72287,-117.60000000000011,39
72288,-275.0000000000002,50
72289,38.20000000000001,11
72290,-265.0000000000002,50
72291,-270.0000000000002,50
72292,-84.60000000000008,35
72293,36.20000000000001,14
72294,-280.0000000000002,50
72295,-270.0000000000002,50
72296,26.60000000000001,16
72297,-55.400000000000034,31
72298,-275.0000000000002,50
72299,45.800000000000004,12
72300,-1.1999999999999715,21
72301,-280.0000000000002,50
72302,-290.0000000000003,50
72303,-280.0000000000002,50
72304,31.400000000000006,15
72305,45.800000000000004,12
72306,60.199999999999996,9
72307,-285.0000000000003,50
72308,42.00000000000001,12
72309,26.400000000000006,15
72310,-41.39999999999998,26
72311,13.000000000000032,17
72312,60.199999999999996,9
72313,-275.0000000000002,50
72314,-280.0000000000003,50
72315,55.4,10
72316,65.0,8
72317,51.60000000000001,10
72318,-84.60000000000008,35
72319,-290.0000000000002,50
72320,-285.0000000000002,50
72321,-275.0000000000002,50
72322,-285.0000000000002,50
72323,-285.0000000000002,50
72324,45.800000000000004,12
72325,-295.0000000000003,50
72326,-280.0000000000002,50
72327,-285.0000000000003,50
72328,12.000000000000014,18
72329,39.40000000000002,11
72330,50.6,11
72331,-270.0000000000002,50
72332,-280.0000000000002,50
72333,-285.0000000000002,50
72334,-132.8000000000002,44
72335,55.4,10
72336,-275.0000000000002,50
72337,-53.60000000000001,27
72338,-7.599999999999966,20
72339,-104.00000000000014,38
72340,-270.0000000000002,50
72341,-41.19999999999999,27
72342,-280.0000000000003,50
72343,-89.20000000000007,37
72344,-270.0000000000003,50
72345,16.60000000000001,16
72346,-275.0000000000002,50
72347,-270.0000000000002,50
72348,-108.60000000000014,40
72349,45.800000000000004,12
72350,-275.0000000000002,50
72351,-280.0000000000002,50
72352,36.000000000000014,13
72353,-290.0000000000002,50
72354,-280.0000000000002,50
72355,-270.0000000000002,50
72356,-12.599999999999966,20
72357,-7.599999999999966,20
72358,-69.20000000000002,31
72359,-290.0000000000002,50
72360,-275.0000000000002,50
72361,-275.0000000000002,50
72362,-92.20000000000006,34
72363,-265.0000000000002,50
72364,50.400000000000006,10
72365,-4.999999999999972,20
72366,45.800000000000004,12
72367,-275.0000000000002,50
72368,55.4,10
72369,55.4,10
72370,-270.0000000000002,50
72371,74.6,6
72372,-4.999999999999972,20
72373,-275.0000000000002,50
72374,-275.0000000000002,50
72375,-275.0000000000002,50
72376,-16.99999999999997,23
72377,7.000000000000028,18
72378,-2.59999999999998,20
72379,-285.0000000000002,50
72380,-75.40000000000006,31
72381,16.600000000000023,16
72382,-270.0000000000002,50
72383,64.79999999999998,7
72384,-285.0000000000003,50
72385,-275.0000000000002,50
72386,55.4,10
72387,-75.20000000000005,32
72388,-31.599999999999966,25
72389,-275.0000000000002,50
72390,-26.399999999999963,26
72391,-280.0000000000003,50
72392,-280.0000000000002,50
72393,-275.0000000000003,50
72394,-275.0000000000002,50
72395,-270.0000000000002,50
72396,-270.0000000000002,50
72397,40.800000000000004,12
72398,-275.0000000000002,50
72399,55.4,10
72400,69.8,7
72401,-26.599999999999966,25
72402,69.8,7
72403,-275.0000000000002,50
72404,-290.0000000000003,50
72405,-275.0000000000002,50
72406,-280.0000000000002,50
72407,-137.6000000000002,45
72408,-41.0,28
72409,-285.0000000000002,50
72410,-280.0000000000002,50
72411,-275.0000000000002,50
72412,-107.8000000000001,38
72413,-275.0000000000002,50
72414,-275.0000000000002,50
72415,-290.0000000000003,50
72416,-75.00000000000006,33
72417,40.80000000000001,12
72418,-84.60000000000008,35
72419,-280.0000000000002,50
72420,7.000000000000028,18
72421,9.40000000000002,17
72422,55.4,10
72423,-280.0000000000002,50
72424,-5.19999999999996,19
72425,46.80000000000001,11
72426,-160.6000000000002,49
72427,74.6,6
72428,-285.0000000000002,50
72429,-280.0000000000002,50
72430,-21.999999999999957,23
72431,45.800000000000004,12
72432,-275.0000000000002,50
72433,-275.0000000000002,50
72434,34.60000000000002,12
72435,60.199999999999996,9
72436,-31.39999999999995,26
72437,60.199999999999996,9
72438,-275.0000000000003,50
72439,-0.39999999999997726,18
72440,-270.0000000000002,50
72441,-270.0000000000002,50
72442,-48.59999999999998,27
72443,69.8,7
72444,-270.0000000000002,50
72445,-166.8000000000002,49
72446,45.800000000000004,12
72447,-280.0000000000002,50
72448,65.0,8
72449,65.0,8
72450,-51.0,28
72451,-285.0000000000002,50
72452,16.600000000000023,16
72453,-12.399999999999963,21
72454,-275.0000000000002,50
72455,-275.0000000000002,50
72456,-35.19999999999996,26
72457,-285.0000000000002,50
72458,-36.39999999999998,26
72459,-285.0000000000003,50
72460,-275.0000000000003,50
72461,-142.6000000000002,45
72462,-285.0000000000003,50
72463,-123.60000000000016,40
72464,-275.0000000000002,50
72465,61.2,8
72466,-280.0000000000002,50
72467,8.200000000000035,18
72468,-285.0000000000002,50
72469,-19.599999999999966,22
72470,13.000000000000018,17
72471,-285.0000000000003,50
72472,-270.0000000000002,50
72473,-275.0000000000002,50
72474,-179.00000000000028,50
72475,-280.0000000000002,50
72476,-280.0000000000002,50
72477,-280.0000000000003,50
72478,-280.0000000000002,50
72479,-275.0000000000002,50
72480,-280.0000000000002,50
72481,-280.0000000000003,50
72482,-290.0000000000003,50
72483,-280.0000000000002,50
72484,2.200000000000017,19
72485,46.80000000000001,11
72486,-275.0000000000002,50
72487,-285.0000000000002,50
72488,-21.999999999999957,23
72489,67.2,6
72490,33.40000000000002,12
72491,-26.799999999999955,24
72492,-280.0000000000002,50
72493,35.80000000000001,12
72494,-275.0000000000002,50
72495,-270.0000000000002,50
72496,-41.19999999999999,27
72497,-270.0000000000002,50
72498,-280.0000000000003,50
72499,35.800000000000004,12
72500,-17.19999999999996,22
72501,-270.0000000000002,50
72502,57.60000000000001,8
72503,-151.00000000000017,47
72504,-270.0000000000003,50
72505,-280.0000000000002,50
72506,-88.40000000000009,35
72507,35.80000000000001,12
72508,-275.0000000000002,50
72509,-108.60000000000014,40
72510,-270.0000000000003,50
72511,60.199999999999996,9
72512,-285.0000000000002,50
72513,-260.0000000000002,50
72514,46.80000000000001,11
72515,-118.00000000000017,43
72516,-36.19999999999999,27
72517,-290.0000000000003,50
72518,-270.0000000000002,50
72519,-280.0000000000002,50
72520,-275.0000000000002,50
72521,-275.0000000000002,50
72522,-280.0000000000002,50
72523,42.00000000000001,12
72524,-137.6000000000002,45
72525,-113.20000000000013,42
72526,-275.0000000000002,50
72527,-280.0000000000002,50
72528,-285.0000000000002,50
72529,-280.0000000000002,50
72530,-275.0000000000002,50
72531,-275.0000000000002,50
72532,64.79999999999998,7
72533,-285.0000000000002,50
72534,-280.0000000000002,50
72535,28.600000000000023,13
72536,-280.0000000000003,50
72537,-275.0000000000002,50
72538,-285.0000000000002,50
72539,-285.0000000000002,50
72540,-285.0000000000003,50
72541,64.79999999999998,7
72542,-275.0000000000002,50
72543,-295.0000000000002,50
72544,12.80000000000003,16
72545,-295.0000000000002,50
72546,-285.0000000000002,50
72547,-149.0000000000002,44
72548,-280.0000000000002,50
72549,-285.0000000000003,50
72550,-290.0000000000002,50
72551,-295.0000000000002,50
72552,-280.0000000000002,50
72553,-17.19999999999996,22
72554,-117.20000000000013,41
72555,-41.19999999999999,27
72556,-290.0000000000002,50
72557,-109.00000000000011,38
72558,-285.0000000000002,50
72559,-172.00000000000026,48
72560,26.200000000000017,14
72561,-285.0000000000002,50
72562,-290.0000000000003,50
72563,-108.80000000000013,39
72564,-265.0000000000002,50
72565,50.400000000000006,10
72566,45.60000000000001,11
72567,-280.0000000000003,50
72568,5.600000000000037,17
72569,-295.0000000000003,50
72570,-26.79999999999997,24
72571,-290.0000000000003,50
72572,-275.0000000000002,50
72573,25.00000000000003,14
72574,-280.0000000000002,50
72575,-84.80000000000007,34
72576,-285.0000000000002,50
72577,-128.40000000000015,41
72578,-12.19999999999996,22
72579,-260.0000000000002,50
72580,-285.0000000000002,50
72581,74.6,6
72582,-152.4000000000002,46
72583,-270.0000000000002,50
72584,-275.0000000000002,50
72585,-89.60000000000008,35
72586,-290.0000000000003,50
72587,21.40000000000002,15
72588,-260.0000000000002,50
72589,16.600000000000023,16
72590,-290.0000000000003,50
72591,45.6,11
72592,-290.0000000000003,50
72593,33.40000000000002,12
72594,61.2,8
72595,-89.40000000000009,36
72596,-94.40000000000009,36
72597,-280.0000000000003,50
72598,-142.4000000000002,46
72599,-270.0000000000002,50
72600,-64.0,32
72601,-280.0000000000002,50
72602,-275.0000000000002,50
72603,-29.999999999999954,27
72604,2.40000000000002,20
72605,-280.0000000000002,50
72606,-280.0000000000002,50
72607,-75.20000000000005,32
72608,-280.0000000000002,50
72609,74.6,6
72610,-270.0000000000002,50
72611,-285.0000000000003,50
72612,-270.0000000000002,50
72613,67.2,6
72614,-285.0000000000003,50
72615,-70.60000000000005,30
72616,50.400000000000006,10
72617,-56.00000000000003,28
72618,21.40000000000002,15
72619,61.2,8
72620,-290.0000000000003,50
72621,67.2,6
72622,45.60000000000001,11
72623,-290.0000000000002,50
72624,-285.0000000000002,50
72625,8.20000000000002,18
72626,-285.0000000000002,50
72627,-75.00000000000006,33
72628,-169.40000000000026,48
72629,-290.0000000000002,50
72630,-280.0000000000002,50
72631,-275.0000000000002,50
72632,-82.00000000000004,35
72633,-265.0000000000002,50
72634,-280.0000000000002,50
72635,-130.80000000000018,41
72636,-127.80000000000018,44
72637,-260.0000000000002,50
72638,-162.2000000000002,47
72639,-12.199999999999974,22
72640,-50.80000000000001,29
72641,14.200000000000017,16
72642,-275.0000000000003,50
72643,-285.0000000000002,50
72644,-275.0000000000002,50
72645,-275.0000000000002,50
72646,64.79999999999998,7
72647,-285.0000000000002,50
72648,-275.0000000000002,50
72649,18.000000000000018,17
72650,-270.0000000000002,50
72651,69.8,7
72652,26.60000000000001,16
72653,-275.0000000000002,50
72654,-275.0000000000002,50
72655,-290.0000000000002,50
72656,23.600000000000023,13
72657,-280.0000000000003,50
72658,-265.0000000000002,50
72659,-260.0000000000002,50
72660,-285.0000000000003,50
72661,-280.0000000000003,50
72662,-36.19999999999999,27
72663,-275.0000000000002,50
72664,-72.80000000000005,31
72665,-270.0000000000002,50
72666,-275.0000000000002,50
72667,-26.79999999999997,24
72668,-83.80000000000007,33
72669,-285.0000000000003,50
72670,-285.0000000000002,50
72671,-265.0000000000002,50
72672,-280.0000000000003,50
72673,-280.0000000000002,50
72674,-54.39999999999998,30
72675,-5.19999999999996,19
72676,-36.39999999999998,26
72677,-270.0000000000002,50
72678,-2.3999999999999773,21
72679,-280.0000000000002,50
72680,-280.0000000000003,50
72681,-265.0000000000002,50
72682,-270.0000000000002,50
72683,-109.20000000000013,37
72684,-280.0000000000002,50
72685,-270.0000000000002,50
72686,-0.39999999999997726,18
72687,59.99999999999999,8
72688,67.2,6
72689,67.2,6
72690,-122.80000000000015,44
72691,-285.0000000000002,50
72692,67.2,6
72693,-295.0000000000003,50
72694,-285.0000000000003,50
72695,-280.0000000000002,50
72696,-0.19999999999997442,19
72697,-41.0,28
72698,-81.60000000000005,31
72699,-56.0,28
72700,-26.999999999999957,23
72701,67.2,6
72702,-280.0000000000002,50
72703,-275.0000000000002,50
72704,-285.0000000000002,50
72705,-40.79999999999998,29
72706,23.600000000000023,13
72707,50.6,11
72708,50.6,11
72709,38.400000000000006,12
72710,50.6,11
72711,45.60000000000001,11
72712,-285.0000000000003,50
72713,-285.0000000000003,50
72714,60.199999999999996,9
72715,-280.0000000000002,50
72716,50.6,11
72717,74.6,6
72718,-130.60000000000014,42
72719,-280.0000000000002,50
72720,41.00000000000001,13
72721,60.199999999999996,9
72722,-285.0000000000003,50
72723,60.199999999999996,9
72724,60.199999999999996,9
72725,-142.6000000000002,45
72726,60.199999999999996,9
72727,-290.0000000000003,50
72728,16.80000000000001,17
72729,16.80000000000001,17
72730,-275.0000000000002,50
72731,-66.40000000000003,32
72732,-275.0000000000002,50
72733,2.200000000000017,19
72734,32.400000000000006,14
72735,60.199999999999996,9
72736,-275.0000000000002,50
72737,-275.0000000000002,50
72738,-290.0000000000002,50
72739,60.199999999999996,9
72740,-290.0000000000003,50
72741,-285.0000000000002,50
72742,36.20000000000001,14
72743,23.800000000000026,14
72744,50.6,11
72745,-0.39999999999997726,18
72746,64.79999999999998,7
72747,36.00000000000001,13
72748,60.199999999999996,9
72749,-70.00000000000006,33
72750,3.4000000000000226,19
72751,14.200000000000017,16
72752,37.2,13
72753,-285.0000000000003,50
72754,-275.0000000000002,50
72755,7.200000000000017,19
72756,-34.99999999999997,27
72757,19.200000000000017,16
72758,16.80000000000001,17
72759,-137.4000000000002,46
72760,-290.0000000000002,50
72761,-270.0000000000002,50
72762,12.000000000000014,18
72763,-270.0000000000002,50
72764,-51.0,28
72765,-16.99999999999997,23
72766,-270.0000000000002,50
72767,-24.399999999999963,23
72768,-275.0000000000002,50
72769,-275.0000000000002,50
72770,-285.0000000000002,50
72771,-275.0000000000002,50
72772,-280.0000000000003,50
72773,-138.00000000000017,43
72774,65.0,8
72775,-49.79999999999998,28
72776,-260.0000000000002,50
72777,65.0,8
72778,-285.0000000000002,50
72779,-285.0000000000003,50
72780,-280.0000000000002,50
72781,-285.0000000000002,50
72782,32.400000000000006,14
72783,-285.0000000000003,50
72784,-280.0000000000002,50
72785,-280.0000000000002,50
72786,-280.0000000000002,50
72787,-36.599999999999966,25
72788,-290.0000000000002,50
72789,31.200000000000003,14
72790,-17.19999999999996,22
72791,-285.0000000000002,50
72792,-280.0000000000002,50
72793,41.00000000000001,13
72794,-77.40000000000005,33
72795,-290.0000000000002,50
72796,55.2,9
72797,-275.0000000000002,50
72798,-74.80000000000007,34
72799,-270.0000000000002,50
72800,50.400000000000006,10
72801,-79.60000000000008,35
72802,-275.0000000000002,50
72803,-161.80000000000027,49
72804,50.6,11
72805,-280.0000000000002,50
72806,-280.0000000000002,50
72807,-285.0000000000002,50
72808,-51.20000000000002,27
72809,-280.0000000000002,50
72810,-99.00000000000011,38
72811,-275.0000000000002,50
72812,13.000000000000032,17
72813,-275.0000000000002,50
72814,-280.0000000000002,50
72815,-109.00000000000011,38
72816,-275.0000000000002,50
72817,-280.0000000000002,50
72818,-290.0000000000002,50
72819,-275.0000000000002,50
72820,-69.80000000000004,34
72821,-171.60000000000022,50
72822,-280.0000000000002,50
72823,-285.0000000000003,50
72824,-1.3999999999999602,20
72825,-280.0000000000002,50
72826,-1.1999999999999715,21
72827,-41.0,28
72828,-280.0000000000002,50
72829,-41.39999999999998,26
72830,-280.0000000000003,50
72831,69.8,7
72832,40.80000000000001,12
72833,-265.0000000000002,50
72834,72.0,5
72835,-270.0000000000002,50
72836,48.00000000000001,10
72837,-290.0000000000003,50
72838,74.6,6
72839,-285.0000000000003,50
72840,-285.0000000000002,50
72841,-275.0000000000002,50
72842,-285.0000000000002,50
72843,-275.0000000000002,50
72844,-147.6000000000002,45
72845,-41.400000000000006,26
72846,8.000000000000018,17
72847,-280.0000000000003,50
72848,-59.400000000000006,30
72849,-280.0000000000002,50
72850,-104.00000000000011,38
72851,35.8,12
72852,50.6,11
72853,-270.0000000000002,50
72854,-137.6000000000002,45
72855,55.4,10
72856,-275.0000000000002,50
72857,-275.0000000000002,50
72858,-265.0000000000002,50
72859,-265.0000000000002,50
72860,-275.0000000000002,50
72861,55.4,10
72862,-147.40000000000023,46
72863,31.200000000000017,14
72864,45.60000000000001,11
